original_idx,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
390,1.2454956134179693,0.0,18.1,0,0.7,5.712999999999999,97.0,1.9265,24,666,0.8339166373605564,394.43,3.99261605108853,15.1
391,1.1347077908693783,0.0,18.1,0,0.7,6.051,82.5,2.1678,24,666,0.8339166373605564,378.38,4.170257627035899,23.2
392,1.4477584169688533,0.0,18.1,0,0.7,5.0360000000000005,97.0,1.77,24,666,0.8339166373605564,396.9,4.804905031048287,9.7
393,1.332014514468746,0.0,18.1,0,0.693,6.193,92.6,1.7912,24,666,0.8339166373605564,396.9,3.7659546670000736,13.8
394,1.5042038884825046,0.0,18.1,0,0.693,5.8870000000000005,94.7,1.7821,24,666,0.8339166373605564,396.9,3.9063100051507456,12.7
395,1.3353145407998013,0.0,18.1,0,0.693,6.471,98.8,1.7257,24,666,0.8339166373605564,391.98,3.993731747708037,13.1
396,1.176845609467463,0.0,18.1,0,0.693,6.405,96.0,1.6768,24,666,0.8339166373605564,396.9,4.23287784150672,12.5
397,1.2843976353234796,0.0,18.1,0,0.693,5.747000000000001,98.9,1.6334,24,666,0.8339166373605564,393.1,4.288046278836844,8.5
398,1.9281843063954014,0.0,18.1,0,0.693,5.452999999999999,100.0,1.4896,24,666,0.8339166373605564,396.9,5.1787420728922475,5.0
399,1.386511511049383,0.0,18.1,0,0.693,5.852,77.8,1.5004,24,666,0.8339166373605564,338.16,5.1342169447957025,6.3
400,1.7530436610318436,0.0,18.1,0,0.693,5.987,100.0,1.5888,24,666,0.8339166373605564,396.9,4.892381428049113,5.6
401,1.529232593548329,0.0,18.1,0,0.693,6.343,100.0,1.5741,24,666,0.8339166373605564,396.9,4.327434441054579,7.2
402,1.373474515194957,0.0,18.1,0,0.693,6.404,100.0,1.639,24,666,0.8339166373605564,376.11,4.32645706616516,12.1
403,1.7491083983868183,0.0,18.1,0,0.693,5.349,96.0,1.7028,24,666,0.8339166373605564,396.9,4.27311819215158,8.3
404,1.9621724302403687,0.0,18.1,0,0.693,5.5310000000000015,85.4,1.6074,24,666,0.8339166373605564,329.46,4.940141645052017,8.5
405,2.1922333317546516,0.0,18.1,0,0.693,5.683,100.0,1.4254,24,666,0.8339166373605564,384.97,4.575160611788442,5.0
406,1.6773252108175176,0.0,18.1,0,0.659,4.138,100.0,1.1781,24,666,0.8339166373605564,370.22,4.606959566159578,11.9
407,1.4602777725768366,0.0,18.1,0,0.659,5.608,100.0,1.2852,24,666,0.8339166373605564,332.09,3.360892448112737,27.9
408,1.270162906915489,0.0,18.1,0,0.597,5.617000000000001,97.9,1.4547,24,666,0.8339166373605564,314.64,4.863001170309476,17.2
409,1.5347847716717486,0.0,18.1,0,0.597,6.852,100.0,1.4655,24,666,0.8339166373605564,179.36,4.274116114060398,27.5
410,2.0536650769971576,0.0,18.1,0,0.597,5.7570000000000014,100.0,1.413,24,666,0.8339166373605564,2.6,3.045874644182921,15.0
411,1.5240665408053786,0.0,18.1,0,0.597,6.657,100.0,1.5275,24,666,0.8339166373605564,35.05,4.41391561303856,17.2
412,1.6391153912447467,0.0,18.1,0,0.597,4.628,100.0,1.5539,24,666,0.8339166373605564,28.79,5.436082769295268,17.9
413,1.8074174106262495,0.0,18.1,0,0.597,5.155,100.0,1.5894,24,666,0.8339166373605564,210.97,4.303874195355583,16.3
414,2.0041999958894796,0.0,18.1,0,0.693,4.519,100.0,1.6582,24,666,0.8339166373605564,88.27,5.601274009048514,7.0
415,1.6235536098343983,0.0,18.1,0,0.679,6.434,100.0,1.8347,24,666,0.8339166373605564,27.25,5.066817904953556,7.2
416,1.4215344062672695,0.0,18.1,0,0.679,6.782,90.8,1.8195,24,666,0.8339166373605564,21.57,4.813861572591745,7.5
417,1.7671516846793152,0.0,18.1,0,0.679,5.303999999999999,89.1,1.6475,24,666,0.8339166373605564,127.36,4.882094573577704,10.4
418,2.2393499677482547,0.0,18.1,0,0.679,5.9570000000000025,100.0,1.8026,24,666,0.8339166373605564,16.45,4.356584443316597,8.8
419,1.4556686623598376,0.0,18.1,0,0.718,6.824,76.5,1.794,24,666,0.8339166373605564,48.45,4.553746948890602,8.4
420,1.430663670033744,0.0,18.1,0,0.718,6.4110000000000005,100.0,1.8589,24,666,0.8339166373605564,318.75,3.7475146929849754,16.7
421,1.248965679100599,0.0,18.1,0,0.718,6.006,95.3,1.8746,24,666,0.8339166373605564,319.98,3.830002061662544,14.2
422,1.4634699239054192,0.0,18.1,0,0.614,5.648,87.6,1.9512,24,666,0.8339166373605564,291.55,3.6311943763592582,20.8
423,1.2505530138115606,0.0,18.1,0,0.614,6.103,85.1,2.0218,24,666,0.8339166373605564,2.52,4.6025657951434,13.4
424,1.3387393925450979,0.0,18.1,0,0.584,5.565,70.6,2.0635,24,666,0.8339166373605564,3.65,3.9981895079426697,11.7
425,1.5717883072033028,0.0,18.1,0,0.679,5.896,95.4,1.9096,24,666,0.8339166373605564,7.68,4.697592264003224,8.3
426,1.4699311720761996,0.0,18.1,0,0.584,5.8370000000000015,59.7,1.9976,24,666,0.8339166373605564,24.65,3.828809188961729,10.2
427,1.9205029719230826,0.0,18.1,0,0.679,6.202000000000001,78.7,1.8629,24,666,0.8339166373605564,18.82,3.6850025177050756,10.9
428,1.2681684746005077,0.0,18.1,0,0.679,6.193,78.1,1.9356,24,666,0.8339166373605564,96.73,4.442112923787356,11.0
429,1.3627109378153377,0.0,18.1,0,0.679,6.38,95.6,1.9682,24,666,0.8339166373605564,60.72,4.671152737882052,9.5
430,1.324922722548732,0.0,18.1,0,0.584,6.348,86.1,2.0527,24,666,0.8339166373605564,83.45,4.051066589260256,14.5
431,1.3922911614312492,0.0,18.1,0,0.584,6.8329999999999975,94.3,2.0882,24,666,0.8339166373605564,81.33,4.26512075202203,14.1
432,1.2143892277489376,0.0,18.1,0,0.584,6.425,74.8,2.2004,24,666,0.8339166373605564,97.95,3.346291054735968,16.1
433,1.15624401516999,0.0,18.1,0,0.713,6.436,87.9,2.3158,24,666,0.8339166373605564,100.19,3.8912382830413845,14.3
434,1.5201985975690748,0.0,18.1,0,0.713,6.2079999999999975,95.0,2.2222,24,666,0.8339166373605564,100.63,3.7659546670000736,11.7
435,1.433256173861909,0.0,18.1,0,0.74,6.629,94.6,2.1247,24,666,0.8339166373605564,109.85,4.600806247001531,13.4
436,1.5343070890302952,0.0,18.1,0,0.74,6.461,93.3,2.0026,24,666,0.8339166373605564,27.49,4.095359580497498,9.6
437,1.5544436146844416,0.0,18.1,0,0.74,6.152,100.0,1.9142,24,666,0.8339166373605564,9.32,4.866989983627904,8.7
438,1.5134798797410494,0.0,18.1,0,0.74,5.935,87.9,1.8206,24,666,0.8339166373605564,68.95,5.413200733634689,8.4
439,1.3649037773597903,0.0,18.1,0,0.74,5.6270000000000024,93.9,1.8172,24,666,0.8339166373605564,396.9,4.566259339863007,12.8
440,1.7021434232753787,0.0,18.1,0,0.74,5.818,92.4,1.8662,24,666,0.8339166373605564,391.45,4.496693694523684,10.5
441,1.3787478844039582,0.0,18.1,0,0.74,6.4060000000000015,97.2,2.0651,24,666,0.8339166373605564,385.96,4.248042519067302,17.1
442,1.1623981847063942,0.0,18.1,0,0.74,6.218999999999999,100.0,2.0048,24,666,0.8339166373605564,395.69,3.9338932910717768,18.4
443,1.3885036295680546,0.0,18.1,0,0.74,6.485,100.0,1.9784,24,666,0.8339166373605564,386.73,4.179594632745735,15.4
444,1.487407066172745,0.0,18.1,0,0.74,5.854,96.6,1.8956,24,666,0.8339166373605564,240.52,4.646179950584525,10.8
445,1.4155633381696222,0.0,18.1,0,0.74,6.459,94.8,1.9879,24,666,0.8339166373605564,43.06,4.662567796945601,11.8
446,1.2045091363225713,0.0,18.1,0,0.74,6.341,96.4,2.072,24,666,0.8339166373605564,318.01,4.067362673416435,14.9
447,1.3868429831717575,0.0,18.1,0,0.74,6.251,96.6,2.198,24,666,0.8339166373605564,388.52,3.9166901510804637,12.6
448,1.3622941828849318,0.0,18.1,0,0.713,6.185,98.7,2.2616,24,666,0.8339166373605564,396.9,4.103911338022013,14.1
449,1.2767116449534812,0.0,18.1,0,0.713,6.4170000000000025,98.3,2.185,24,666,0.8339166373605564,304.21,4.226786571871168,13.0
450,1.2311333393861963,0.0,18.1,0,0.713,6.749,92.6,2.3236,24,666,0.8339166373605564,0.32,4.029171184754648,13.4
451,1.1459309053720532,0.0,18.1,0,0.713,6.655,98.2,2.3552,24,666,0.8339166373605564,355.29,4.060857020229206,15.2
452,1.1187833570680017,0.0,18.1,0,0.713,6.2970000000000015,91.8,2.3682,24,666,0.8339166373605564,385.09,4.010407109593764,16.1
453,1.3133042917904498,0.0,18.1,0,0.713,7.393,99.3,2.4527,24,666,0.8339166373605564,375.87,3.9509767312056057,17.8
454,1.3700671005403273,0.0,18.1,0,0.713,6.728,94.1,2.4961,24,666,0.8339166373605564,6.68,4.165055445928611,14.9
455,1.090722824119522,0.0,18.1,0,0.713,6.525,86.5,2.4358,24,666,0.8339166373605564,50.92,4.103911338022013,14.1
456,1.083458288585897,0.0,18.1,0,0.713,5.976,87.9,2.5806,24,666,0.8339166373605564,10.48,4.1961090925773075,12.7
457,1.3110009346295244,0.0,18.1,0,0.713,5.936,80.3,2.7792,24,666,0.8339166373605564,3.5,3.9735717190651285,13.5
458,1.2885553184850367,0.0,18.1,0,0.713,6.301,83.7,2.7831,24,666,0.8339166373605564,272.21,3.8924009514982285,14.9
459,1.2360973048885673,0.0,18.1,0,0.713,6.081,84.4,2.7175,24,666,0.8339166373605564,396.9,3.7076956980103826,20.0
460,1.0958372557857667,0.0,18.1,0,0.713,6.7010000000000005,90.0,2.5975,24,666,0.8339166373605564,255.23,3.914387251300261,16.4
461,0.9867330840007343,0.0,18.1,0,0.713,6.376,88.4,2.5671,24,666,0.8339166373605564,391.43,3.701413659293612,17.7
462,1.2273549819522858,0.0,18.1,0,0.713,6.317,83.0,2.7344,24,666,0.8339166373605564,396.9,3.6168975227911857,19.5
463,1.173320381055807,0.0,18.1,0,0.713,6.513,89.9,2.8016,24,666,0.8339166373605564,393.82,3.0758252942741215,20.2
464,1.293019212036087,0.0,18.1,0,0.655,6.209,65.4,2.9634,24,666,0.8339166373605564,396.9,3.5143108208238836,21.4
465,0.9221449088288227,0.0,18.1,0,0.655,5.7589999999999995,48.2,3.0665,24,666,0.8339166373605564,334.4,3.635078564642248,19.9
466,0.9958355441140513,0.0,18.1,0,0.655,5.952000000000001,84.7,2.8715,24,666,0.8339166373605564,22.01,3.997075820781352,19.0
467,1.0611903541338774,0.0,18.1,0,0.584,6.002999999999999,94.5,2.5403,24,666,0.8339166373605564,331.29,4.42334872882577,19.1
468,1.5646538603197673,0.0,18.1,0,0.58,5.926,71.0,2.9084,24,666,0.8339166373605564,368.74,4.103911338022013,19.1
469,1.4957165043718674,0.0,18.1,0,0.58,5.712999999999999,56.7,2.8237,24,666,0.8339166373605564,396.9,3.715212400832806,20.1
470,1.0542983698159867,0.0,18.1,0,0.58,6.1670000000000025,84.0,3.0334,24,666,0.8339166373605564,396.9,3.899365368795499,19.9
471,1.0237655779244297,0.0,18.1,0,0.532,6.229,90.7,3.0993,24,666,0.8339166373605564,395.33,3.466148927237916,19.6
472,0.9724810578371782,0.0,18.1,0,0.58,6.437,75.0,2.8965,24,666,0.8339166373605564,393.37,3.664647691496281,23.2
473,1.081527649284596,0.0,18.1,0,0.614,6.98,67.6,2.5329,24,666,0.8339166373605564,374.68,3.2914372087251444,29.8
474,1.3038948305136362,0.0,18.1,0,0.584,5.4270000000000005,95.4,2.4298,24,666,0.8339166373605564,352.58,4.104978257591374,13.8
475,1.2111910380688358,0.0,18.1,0,0.584,6.162000000000001,97.4,2.206,24,666,0.8339166373605564,302.76,4.672866421104957,13.3
476,1.1008448120034797,0.0,18.1,0,0.614,6.484,93.6,2.3053,24,666,0.8339166373605564,396.21,4.161928982066223,16.7
477,1.5504315229385417,0.0,18.1,0,0.614,5.303999999999999,97.3,2.1007,24,666,0.8339166373605564,349.48,4.741365426067737,12.0
478,1.3989517581150297,0.0,18.1,0,0.614,6.185,96.7,2.1705,24,666,0.8339166373605564,379.7,4.093217068893213,14.6
479,1.5319209356431884,0.0,18.1,0,0.614,6.229,88.0,1.9512,24,666,0.8339166373605564,383.32,3.4992814397758725,21.4
480,1.173519316083238,0.0,18.1,0,0.532,6.242000000000001,64.7,3.4242,24,666,0.8339166373605564,396.9,3.148970086948274,23.0
481,1.165379179215379,0.0,18.1,0,0.532,6.75,74.9,3.3317,24,666,0.8339166373605564,393.07,2.6069229928891393,23.7
482,1.1670078601272569,0.0,18.1,0,0.532,7.061,77.0,3.4106,24,666,0.8339166373605564,395.28,2.4508054912194526,25.0
483,0.873522118462933,0.0,18.1,0,0.532,5.7620000000000005,40.3,4.0983,24,666,0.8339166373605564,392.92,3.097205664463054,21.8
484,0.8014930175846947,0.0,18.1,0,0.583,5.871,41.9,3.7239999999999998,24,666,0.8339166373605564,370.73,3.530596769563445,20.6
485,0.9845402959390183,0.0,18.1,0,0.583,6.312,51.9,3.9917,24,666,0.8339166373605564,388.62,3.123239013074438,21.2
486,1.1642104900710486,0.0,18.1,0,0.583,6.114,79.8,3.5459,24,666,0.8339166373605564,392.68,3.7425733600100832,19.1
487,1.097833499749904,0.0,18.1,0,0.583,5.905,53.2,3.1523,24,666,0.8339166373605564,388.22,3.2597034262683446,20.6
488,-0.480933234852322,0.0,27.74,0,0.609,5.454,92.7,1.8209,4,711,0.763410225319547,395.09,4.096430148896076,15.2
489,-0.3833425107493568,0.0,27.74,0,0.609,5.414,98.3,1.7554,4,711,0.763410225319547,344.05,4.661707783228638,7.0
490,-0.32213774628716485,0.0,27.74,0,0.609,5.093,98.0,1.8226,4,711,0.763410225319547,318.43,5.113146136449557,8.1
491,-0.6611983196461365,0.0,27.74,0,0.609,5.983,98.8,1.8681,4,711,0.763410225319547,390.11,4.097500259625116,13.6
492,-0.6349098669745089,0.0,27.74,0,0.609,5.983,83.5,2.1099,4,711,0.763410225319547,396.9,3.531948818115943,20.1
493,-0.41145533695066694,0.0,9.69,0,0.585,5.7070000000000025,54.0,2.3817,6,391,0.18798563778556404,396.9,3.343359536528752,21.8
494,-0.17590049959469192,0.0,9.69,0,0.585,5.926,42.6,2.3817,6,391,0.18798563778556404,396.9,3.5641657807962606,24.5
495,-0.3953777043645025,0.0,9.69,0,0.585,5.67,28.8,2.7986,6,391,0.18798563778556404,393.29,4.046702901159813,23.1
496,-0.15878012299801922,0.0,9.69,0,0.585,5.39,72.9,2.7986,6,391,0.18798563778556404,396.9,4.406344372378963,19.7
497,-0.1957834054799228,0.0,9.69,0,0.585,5.794,70.6,2.8927,6,391,0.18798563778556404,396.9,3.6311943763592582,18.3
498,-0.2522159540945871,0.0,9.69,0,0.585,6.019,65.3,2.4091,6,391,0.18798563778556404,396.9,3.4730906422291947,21.2
499,-0.39861708872553586,0.0,9.69,0,0.585,5.569,73.5,2.3999,6,391,0.18798563778556404,395.77,3.7573669517275694,17.5
500,-0.28347233303905034,0.0,9.69,0,0.585,6.027,79.7,2.4982,6,391,0.18798563778556404,396.9,3.6608116839578653,16.8
501,-0.9327584225676802,0.0,11.93,0,0.573,6.593,69.1,2.4786,1,273,1.4512461652389805,391.99,2.9708889090275314,22.4
502,-1.1045009043633969,0.0,11.93,0,0.573,6.12,76.7,2.2875,1,273,1.4512461652389805,396.9,2.866088687547785,20.6
503,-0.9486865010672082,0.0,11.93,0,0.573,6.976,91.0,2.1675,1,273,1.4512461652389805,396.9,2.1202206169713387,23.9
504,-0.6429093856329146,0.0,11.93,0,0.573,6.794,89.3,2.3889,1,273,1.4512461652389805,393.45,2.329393394672006,22.0
505,-1.079905100683013,0.0,11.93,0,0.573,6.03,80.8,2.505,1,273,1.4512461652389805,396.9,2.6355517001193722,11.9
